Created on,Problem,Solution,Priority,Skill Level, Estimated Cost of Repair - amount ,Status,Funding,Date Completed, Final Cost of Repair/Investment - amount ,Community,Volunteer or Groups,Contractor
2016-11-15 13:09,Ceiling material fallen down in an unused room. There are 2 big holes here.This probably happened due to an old roof leak that was fixed when they put a new roof on.,"Tear off drywall, check framing and roof plywood for soundness, replace old insulation, replace drywall, finish, paint. This room could potentially be turned into a nice kid’s room. The roof is under-framed and probably should have 2x2’s added to the 2x4 rafters so that more insulation could be added.This room is 10' x 15'",High,, $279 ,Complete,,,,Marshall,,
2016-11-15 12:58,Kitchen drain leak .,"Replace kitchen drain pipes, traps, etc.",High,,,Complete,,,,Marshall,,
2016-11-15 12:56,Exterior and interior door work needed. There is only one exterior access to this house.,"Work on 2 doors. One door opens to the outside to a 3-foot drop. It has only a deadbolt. Replace with locking knob once a stoop or deck has been built. The other door which leads from the laundry area to the room that is unused, will not close. It needs a new knob and strike plate (interior door).It is 31 ¼” w x 71 ½” high. A third door, leading to the outside, looks ok but is blocked. It is in the unused room with the fallen ceiling.",High,, $40 ,Complete,,,,Marshall,,
2016-11-15 12:53,Front door will not close and is drafty. Missing pane in storm door.,Replace entire door/storm door/ jambs/ knob and deadbolt. If that proves too costly then the jamb could be repaired. This door slab measures 31 7/8” w x 73 ¾” tall. 5/8” thick jambs.,High,,,Complete,,,,Marshall,,
2016-11-15 12:19,No CO detector,Install CO detector,High,Low, $20 ,Archived,,,,Marshall,,
2016-11-15 12:19,Crawlspace door needed. Existing osb cover is starting to deteriorate.,Build a removable door approx. 36”x 36” and put insulation board on the back side. Fill in area under the doorway so critters won’t get in.,High,, $70 ,Archived,,,,Marshall,,
2016-11-15 12:17,"Rotten Fascia boards. This is not super urgent but should be done soon. Gutters work, but have been glued to the fascia board in some places and may have to be replaced.","Remove gutters, Remove old fascia, replace with 1x8 painted wood (white).",High,, $73 ,Archived,,,,Marshall,,
2016-11-15 12:15,Home is not very energy efficient. It currently has R13 in the attic and R19 in the crawlspace. Ground is damp. The house measures 45’ x 23’2” (1044 sft),"Add unfaced R19 fiberglass insulation to the attic. Add R19 unfaced fiberglass insulation (320 sft) where it is missing in the crawlspace. Add 2” rigid foam extruded polystyrene insulation (friction fit) in the crawlspace. The metal trailer framing members are approx.. 48” apart so this would be good for 4’ x 8’ panels. Remove old jars, etc.and install 6 mil plastic on the ground in the crawlspace. Note- Crawlspace is about 36”, so working here would not be too difficult; CAO / volunteer job?",High,," $2,100 ",Archived,,,,Marshall,,
2016-11-15 12:12,"Bathroom is in need of at least a partial remodel. There is a soft place around the toilet, which wobbles. The tub surround (cheap plastic) has come loose and water can get into the walls.","I gave Sherri the number of Independent Living (670-3377); she says she knows Lori Massey. Replace toilet, replace tub surround. Sherri has a piece of linoleum that is the right size to install for floor covering. Replace plywood, shore up framing, install linoleum. This room is 90 ½” high and the surround is 60” x 30”.",High,, $429 ,Archived,,,,Marshall,,
2016-11-15 12:10,Back door should be replaced. Slab is beat up and it won’t shut right sometimes. The storm door is missing a pane. Front door is borderline; it opens and shuts ok but the jambs are starting to rot and slab is coming apart on the bottom. Front door has a decent screen door.,"Replace front and back door. Front door is right hinge, opens in,,79” high x 35 ½” wide (slab size). Back door is right hinge, opens in, 32” x 80” (slab size).",High,, $351 ,Archived,,,,Marshall,,
2016-11-15 12:06,Old windows leak,Replace windows- There are 10 trailer-style windows that measure 36” wide by 51 ¼” tall. A kitchen window is 35 ½” x 30”.,High,High," $1,770 ",Archived,,,,Marshall,,
2016-11-15 12:03,Sherri says she spends $400-450 a month on electric bills and goes through 100-150 gallons of oil a month in the winter. Main heater is a 1974 “Armstrong”oil furnace. The heating ducts on one side of the house do not work; she has to run space heaters in the winter. She has 5 air conditioning units (in windows). Her house is located in a very sunny place with no shade.,"Newer Heat and air conditioning system needed. Contact Mayberry Heating or other HVAC contractor. I gave Sherri the number for Community Action opportunities (252-2495), and told her to tell them to communicate with CHC about this issue. More insulation in the crawlspace and attic would help this problem (see prob. #5).",High,,,Archived,,,,Marshall,,
2016-11-15 11:52,Portion of back deck is failing. Summer afternoon sun causes home to overheat.,"A porch roof on the west (sunny ) side would be hard to build because the deck is 10 feet wide. You would have to start above the roof and do an overbuild, clients have good gutters. The main function of the roof would be for shade, tin could be used for sheeting. 4x4 posts should go all the way to the ground as deck does not need to hold this weight.",Urgent,High, $800 ,Complete,,,,Mars Hill,St. Andrews Episcopal Church,
2016-11-15 11:50,"Floors in hallway, kitchen and Master bedroom are falling through.",Replace subfloor and install new floor.,High,," $4,000 ",Complete,,,,Mars Hill,,
2016-11-15 11:45,Need laminate installed,Install laminate installed. Family has laminate on site,Low,,,Complete,,,,Mars Hill,,
2016-11-15 11:42,Needs gutter on back of trailer,Install new guttering,High,,,Complete,,,,Mars Hill,,
2016-11-15 11:42,Need hand rail on main deck,Install hand rail,High,,,Complete,,,,Mars Hill,,
2016-11-15 11:41,Deck needs rework,Replace 6 posts under deck,High,,,Complete,,,,Mars Hill,,
2016-11-15 11:41,Exposed heat ducks,Repair heat ducks. Check insulation and heat ducts under trailer.,High,,,Archived,,,,Mars Hill,,
2016-11-15 11:39,Roof Starting to leak on the front side,Replace roof,High,,,Complete,,,,Mars Hill,,
2016-11-15 11:29,Glass needed in kitchen door,Replace glass in kitchen door.,Low,,,Archived,,,,Shelton Laurel,,
2016-11-15 11:28,Commode leaking,install new wax ring.,High,,,Archived,,,,Shelton Laurel,,
2016-11-15 11:28,Light in living room not working,check wiring connection on light.,High,,,Archived,,,,Shelton Laurel,,
2016-11-15 11:27,Broken storm door,Repair storm door.,High,,,Archived,,,,Shelton Laurel,,
2016-11-15 11:26,Exposed outdoor wood,Paint front porch/Stain front steps. Pressure wash back porch & stain. Paint Shutters.,High,,,Archived,,,,Shelton Laurel,,
2016-11-15 11:24,Kitchen cabinets need refinishing,Refinish kitchen cabinets,Low,,,Archived,,,,Shelton Laurel,,
2016-11-15 11:23,Crack in floor at hallway.,Bolt floor at hallway.,High,,,Archived,,,,Shelton Laurel,,
2016-11-15 11:14,Mold and mildew in addition,"Clean, paint with Kilz and new paint. Roof venting should reduce moisture issues.",High,Low, $55 ,Archived,,,,Spillcorn,,
2016-11-15 11:13,Metal roof old and leaking,Install new metal roof. Approx. 1500sq feet. Install ridge vent with new roof.,High,,,Complete,,,,Spillcorn,,
2016-11-15 11:09,Interior drywall has water damage from leaking roof,Replace and repair any damaged drywall and repaint. Need to wait until roof is repaired.,High,, $700 ,Archived,,,,,,
2016-11-01 20:19,No CO detetor,Install CO detector,High,, $20 ,Archived,,,,Marshall,,
2016-11-01 20:18,Deck floor needs a coat of paint,Scrape old paint and repaint,Low,, $45 ,Archived,,,,Marshall,,
2016-11-01 20:17,The back porch handrails are wobbly and rotten in places,Replace handrails. User pressure treated. Save the old decorative pickets- they are good,High,, $77 ,Complete,,,,Marshall,,
2016-11-01 20:15,Broken window. Window does not shut right.,Replace window with a new one. The old dimensions are- 32” wide x 38” high.,High,, $178 ,Complete,,,,Marshall,,
2016-11-01 20:14,"The porch roof leak has caused water damage to the drywall in the kitchen ceiling, causing dark stains. There is a fluorescent light here.","Once the roof is fixed and everything is dry, refinish and paint the drywall.. Be careful working around the fluorescent light, You may want to turn off the breaker and remove the bulb.",Urgent,, $15 ,Complete,,,,Marshall,,
2016-11-01 20:11,New gutters will be needed on the back side of the house and porch.,Install gutters. Clean old gutters. Check to see if drains work and hook gutters up to them,High,, $99 ,Complete,,,,Marshall,,
2016-11-01 15:24,Soffit and fascia are damaged. The overhang framing will need to be reinforced. The overhang was built onto the outside of the house seperately from the trusses.,Remove old soffit and fascia. Save vents. Make sure framing is still good. Replace soffit with 3/8 plywood. Replace fascia with pressure treated 1x6.Paint soffit.,High,, $151 ,Complete,,,,Marshall,,
2016-11-01 15:21,1 Back porch roof leaks. She catches water in big buckets. The rafters show considerable bowing. The shingles are 20+ years old according to Cindy. The roof is still leaking around the chimney. The plywood is also damaged there. I gave Wayne (Mary's son) a bucket of roof cement to try and patch.,"Remove Gutters. You will have to remove all the fascia board because it is rotten. Remove plywood soffit material that is damaged. Remove porch roof (the existing roof is about 8’ x 18’). Dispose of materials at the landfill. Build back the porch roof. This time, attach the new rafters to the old ones instead of putting them above. The outside band where the other end of the rafters will sit will need to be lower than it is now in order to create enough roof pitch. Cut off posts and make a new band out of 2x6 and 2x4. The high side will be 7’ 5” and the low side should be 6’ or even lower. Frame up 2x6 rafters on 24” centers. Plywood, tar paper and shingle. Follow instructions for a low slope roof (more shingle overlap), or use a membrane.",Urgent,, $487 ,Complete,,,,Marshall,,
2016-11-01 15:10,No CO or smoke detector,Install CO and smoke detector,High,Low, $40 ,Archived,,,,Marshall,,
2016-11-01 15:09,Unsafe water supply.,"This home and Jerry’s brother’s home next door run off a gravity fed reservoir. There is a pump in the reservoir that pushes the water up to the houses. The reservoir is covered and in good condition, but the source of the water going into it was a creek running through a cow pasture. (See photos) From there it was collected in an old bathtub, then ran to the reservoir.  Jerry and Patricia do not drink the water. I talked to Jerry about finding a better source, such as a good covered spring up in the holler. They said there was a good one there, but it serves two other houses, including Jerry’s mom’s. The concern was that there would not be enough water. They said to talk to Ray who was familiar with the system and the land.",Urgent,,,Archived,,,,Marshall,,
2016-11-01 15:08,Laundry drain line is broken and not plumbed in to the septic.,,High,,,Complete,,,,Marshall,,
2016-11-01 15:07,Back door needs work,"One hinge needs new screws, new handle needed on storm door. Pane missing. New latch needed.",High,,,Archived,,,,Marshall,,
